
Number of hit	Text ID	Concordance line
454	5060902	least we as a culture agree that/IN of emotional cruelty that/IN teen and pre-teen girls can dish out rarely seems to be taken seriously by adults , even though it is just as damaging . First of all , I will never , ever say again " Oh that means <<< he/she >>> likes you . " When you learn better , you do better . Secondly , I am a mother to a son and I have taught him to respect girls . That said , he 's learning how to be a good man partly through trial and error . Once
455	5064141	of self and the universe . The " Thetan " ( Scientology 's answer to the soul ) travels through several different lifetimes , attempting to expel painful and traumatic images that cause a person to act fearfully and irrationally . Once a Scientologist is " operating thetan , " <<< he/she >>> is able to control thought , life , matter , energy , space , and time . Sikhism : Sikhism was created in reaction to the conflict between Hinduism and Islam , and carries on many of Hinduism 's influences -- although Sikhs are monotheistic . " Evil " is
456	5096862	pretty useful for people who wants to furnish but does n't have a lot space in the room . It is also good for people that actually have enough space but want to make a partition or separation between the place that is used for working with computers and where <<< he/she >>> does another stuff . It is possible to be more productive by doing this separation with the help of this type of computer table because of the clear separation between rooms . At one corner of the such a furniture , one can put all kinds of objects and documents
457	5100518	response and Loading comments ... This opinion falls short on a number of grounds . There is a fine line between respecting a belief that is a fundamental matter of faith and allowing nonsense to persist in the name of pluralism . Am I to respect the person who believes <<< he/she >>> needs to kill thousands of innocent civilians to attain the love of God ? What about the parents that refuse life saving medical treatment for their child ? Lines need to be drawn , whether or not we like to admit . It may not be the politically correct view
458	5062406	in a most common STDs . And some HIV tests can give results in 20 minutes- no blood , no needles . " Listen . After you have said what you want to say , listen . But what if there 's no response ? Just ask your partner what <<< he/she >>> thinks about getting tested . This will help you to know if you are in the same place . If your partner is reluctant to get tested you may want to consider whether this is a person you want to be in a relationship with . After all this is
459	5093524	least 0.10 grams of alcohol per deciliter of blood , the most commonly used definition of intoxication . Over the last decade rates of intoxication in fatal accidents have declined across every age group . In 1986 , there was about 1 driver involved in a fatal accident in which <<< he/she >>> was intoxicated for every 10,500 drivers ; in 1996 , the rate translates into about 1 intoxicated driver in a fatal accident for every 17,200 licensed drivers . Among the 5.3 million convicted offenders under the jurisdiction of corrections agencies in 1996 , nearly 2 million , or about 36
460	5079526	connection it is immaterial when the invention was made , or whether the printed publication or public use was by the inventor himself/herself or by someone else . If the inventor describes the invention in a printed publication or uses the invention publicly , or places it on sale , <<< he/she >>> must apply for a patent before one year has gone by , otherwise any right to a patent will be lost . The inventor must file on the date of public use or disclosure , however , in order to preserve patent rights in many foreign countries . Even if
461	5051285	be but do not live the life ) know that/IN they are indeed hypocrites , because we all commit sins during our life . A person is a hypocrite when he acts in a manner NOT consistent with his belief system . So a true Christian is a hypocrite when <<< he/she >>> lives a life not consistent with the teachings of Christ . Thankfully , we have the grace and mercy of God to be forgiven when we repent-turn and walk in the opposite manner . J Madison Pls all republicans , vote in Nov.if not registered , you can go to
462	5052675	liability for his/her conduct , the possible use of an alternative to a non-prosecution agreement should be given serious consideration in the first instance . Another reason for using an alternative to a non-prosecution agreement to obtain cooperation concerns the practical advantage in terms of the person 's credibility if <<< he/she >>> testifies at trial . If the upon a guilty plea , for participating in the events about which he/she testifies , his/her testimony is apt to be far more credible than if it appears to the trier of fact that/IN he/she is getting off " scot free . " Similarly
463	5059253	out of the green closet rather than trying to closet SSM .. http : //shanevanderhart.com/ Shane Vander Hart That was officially your last comment here . Dot You overcome this by changing the way electoral votes are given . Let each candidate receive the number according to the votes that/IN <<< he/she >>> gets . Letting big cities decide for the entire state is not working . Here in Pa. our votes never count ! Only Philly and Pittsburgh 's us . Also , we need photos Id 's -- we need them everywhere that/IN identity is important and why not when we
464	5255796	top contender . Poll : Do you think Huck should run ? Link : http : ... For the GOP to replace the moron in the white house , they are going to have to come up with someone who IMPASSIONS people , makes them EXCITED , and makes promises <<< he/she >>> will be able to keep . Enough with the types that are currently running - we need to say goodbye to Washington lightweights/sycophants and bring in NEW , FRESH candidates . Not these RINOs that just sit there and let Dems walk over them . Let 's get going people
465	5250852	life biography circle around circle close proximity proximity completely unanimous unanimous consensus of opinion every each enclosed herewith enclosed end result result exactly the same the same final completion completion frank and honest exchange frank exchange or honest exchange free gift gift he/she is a person who . . . <<< he/she >>> important/basic essentials essentials in spite of the fact that/IN although in the field of economics/law enforcement in economics/law enforcement in the event that/IN if job functions job or functions new innovations innovations one and the same the same particular interest interest period of four days four days personally , I
466	5029451	hacked , there are a few simple steps the administrator can perform . Backup your database . One of the most critical steps is to make backups of the whole SMF system , including the database . If the user has not yet made a backup of the database , <<< he/she >>> should do right now . If something goes wrong , you always have a backup at hand . File a security report with SMF . If your forum was breached via a security weakness within SMF or an SMF mod , and not via a weakness in a non-SMF script
467	5043481	mentality has to strictly be all bad characteristics about this person , without sounding hateful , or " hating " on this person . ( Ex. his/her hair always had a funny smell to it , he/she never brushed his teeth , he/she never bought anything for my birthday , <<< he/she >>> had the ugliest smile I 've ever seen , he/she had the most annoying laugh , ETC ) . Video Tips Remember that/IN your ex may be trying to get over you , as well . Be sensitive to that , and keep your distance . If you 've decided
468	5107204	and the Task Force . The task force is a committee of nineteen women and two men ; I 'll call them collectively the Bias Persons . " -- Dennis Dutton Gender-Free Pronoun FAQ The author advocates the invention of new words such as " ey " instead of " <<< he/she >>> " . I think ey raises some good questions , even if ey does n't answer them all . Several websites recommend using " Ms " " for all women when the parallel Mr . is applicable , " though the different documents vary in the degree to which they
469	5067119	Allah the God . but the last one the holy Quraan is the conclusion of all previous books and Holy Prophet the last prophet Mohammad is the last manageress of Allah to whole of the universe . this holy book the Quraan addresses the whole of man kind , whether <<< he/she >>> is in India or China USA or Brazil or in Europe and Australia . Be unbiased and study this book with open eyes and brain and even the hearts and ur conscious may be Allah shows the right path to ; lead this short timed/framed of our life in the
470	5062406	oral sex . You may find it helpful to suggest a local health center where he/she can talk to someone about protection . He/she still needs to be tested -- and treated if need be . wait for your partner to bring up getting tested . You may even find <<< he/she >>> is relieved that/IN you started the conversation first . Nervousness is normal , so speak up ! Getting tested and treated for STDs is just part of staying healthy and taking control of your sex life . In a healthy relationship you can talk about anything , including STDs and
471	5252683	impossible to be convincing when you 're trying to win them over . People can see through it . IMHO the GOP needs to move on to candidates that do n't hold views like that . I sincerely doubt that/IN Poosh was advocating the recruitment efforts , but by implying <<< he/she >>> did , you are insulting our intelligence . I think it 's insulting everyone 's intelligence to think you can hold that opinion ( they are brain-dead , lazy , victims , take no responsibility ) but pretend otherwise in an effort to win people over . It 's always
472	5257963	It 's enough reason that/IN you do n't want your employers or colleagues to see your tagged photos straight from high school or your baby pics tagged by your family members . For one thing , it would be hard to reject your boss ' friend request as soon as <<< he/she >>> adds you in facebook . Rejecting office mate 's request would oftentimes translate to being a snob or unfriendly . It would be best if you hide your profile from people you would n't like you are annoying . It does n't matter that/IN you want your entire life revealed
473	5093339	I was writing a report or a formal letter and did n't know the appropriate gender for the pronoun , and " him or her . " If I was writing an email or a file document , I might break the rule and use " their " or " <<< he/she >>> " or " him/her . " Normally , I do n't believe in breaking the rules , but , in this instance , it might be the best solution when writing informally . Note : The style guides of many organizations ignore this issue completely . However , it is
474	5075277	born a German , a Frenchman , a Chinaman . And excepting that birth , nothing you can do will make you a German , or a Frenchman .... not really . Not so with America . Literally anyone in the world can become an American . As long as <<< he/she >>> accepts and embraces the idea ( and does it legally ) . Unfortunately , the Left has an idea a well , at its most elemental level the idea of equality of outcome . And that is where the danger lies . Because as even the most wild eyed utopian
475	5039506	test and complies with the performance standard before introducing the laser into the market . This includes distribution for use during clinical investigations prior to device approval 122 . However , as will be approved a laser , a doctor may decide to use that laser for other indications if <<< he/she >>> feels it is in the best interest of a patient . The use of an approved device for other than its FDA-approved indication is called " off-label use . " The FDA does not regulate the practice of medicine 125 . Therefore , the FDA does not have the authority
476	5066536	today as it was when first published , and also serves as an indispensable document of zine history . 200 pages , 8.5 " x 11 " ; $15.00 . CATHON is an artist I know nothing about at all . Except his/her comics are fun to look at and <<< he/she >>> can draw the hell out of raccoons . CLUTCH McBASTARD 's long-running diary comic ( it 's in its tenth year ! ) is one of the classics of look at daily life make Clutch always a joy to read . CLUTCH #22/INVINCIBLE SUMMER #19 by Clutch and Nicole Georges
477	5083068	song made me think about someone 's ego . The back of the shell , meaning that/IN someone who is not popular , quite shy . Then , the person puts a lot of effort in to being the center of attention . I hear in the song , that <<< he/she >>> becomes the opposite of shy , which is the " stuck on yourself " sort . During this change , the relationship with a particular friend or lover fails , and is written from this point of view ... of being hard to relate to because someone went through a
478	5253279	exponentially since having my youngest . I think my " me time " days are over for at least another 18 years ... but I 'm ok with it , I feel like I matter when I 'm needed . If one can not take care of own self , <<< he/she >>> can not think about other family members , especially kids . It 's very necessary to take care of body and mind and I think Yoga is the perfect journey to follow and to maintain a peaceful , healthy and balanced life . Nayeema Akter www.anamayaresort.com I am SO guilty
479	5250709	voice a voter has . Hey guys , you do get paid considering the hours you actually work . Oh yeah , and do n't forget that/IN your signed on for lifetime benefits if you serve two terms . If my commissioner has less time to hear my concerns because <<< he/she >>> is spread thinner , how exactly do I benefit ? If the net cost difference for me is about $3 more per year , am I better off spending $6 on something accessible versus $3 on something that is not ? Well , if I extrapolate how my place of
480	5043871	and usually people appreciated that . More often than not when meeting people , I 'm open about telling them I have Asperger 's Syndrome because it helps my new friends understand me better . If you tell someone about your Asperger 's and someone ridicules you for it , <<< he/she >>> is completely not worth your time ! There was a good article in io9 today that/IN I thought " wow to read ! " You are not alone , and honestly , I have been thinking for a long time that/IN people on the autism spectra are becoming more and
481	5097220	never mentions having read the work , and seems to assume the person who posted them was correct . If Christie is critiquing the entire book on the basis of three citations and never having read the book , woe is such a bad historian . Where did Christie say <<< he/she >>> is critiquing the entire book ? It seems quite clear from the post it 's just a critique of the 3 passages provided . 1 I want to look at your conclusion about Thony Christie ' destroying ' Stark 's argument . 2 First , consider the material . Christie
482	5052675	by the defendant who has pled guilty . 9-27.440 Plea Agreements When Defendant Denies Guilt The attorney for the government should not , except with the approval of the Assistant Attorney General with supervisory responsibility over the subject matter , enter into a plea agreement charge or charges to which <<< he/she >>> offers to plead guilty . In a case in which the defendant tenders a plea of guilty but denies committing the offense to which he/she offers to plead guilty , the attorney for the government should make an offer of proof of all facts known to the government to support
483	5099857	eligible entries received . Winners will be notified by e-mail or phone on/about January 10th , 2009 . If a potential winner can not be reached after a reasonable effort has been exerted during three ( 3 ) business days from the date of the Sweepstakes drawing , or if <<< he/she >>> is found to be ineligible , or if he/she can not or does not comply with these Official Rules , an alternate winner may be selected . No cash redemption or prize substitution ( including size substitution ) is allowed except at the discretion of the Sponsors . If a
484	5061506	, in their morally and scientifically confused minds , offspring = parent . As such , they treat the unborn child as if it were a body part , instead of a human being . They also liken , if not equate , the unborn child to a parasite because <<< he/she >>> depends on his/her mother for nourishment . By " they " I 'm referring to both categories of abortion supporters described above . But now I turn my attention specifically to ) a parasite is not a " potential " organism ; it is an actual organism and 2 )
485	5257910	- but it only works once he gets Warden Sharp 's passcodes . May come up in Persona 3 depending on your dialogue choices . Assuming the protagonist was n't just hitting buttons randomly ( which you can fess up to ) , or using to ) , how DID <<< he/she >>> know which switch controlled the breaks to the train car ? Lampshaded in the manga , which revealed the Male MC had a hidden love for trains . Literally in Psychonauts . Barring three which are n't plot-important , that/IN you get by levelling up , the game basically hands
486	5053003	dangerous and rarely necessary . The baby knows the best time for him/her to be born . Trust your baby and your body to know what to do . If for some reason you feel that/IN the baby should come right away , start making suggestions to the baby that/IN <<< he/she >>> should come now . 8 . Listen to your body and do what it tells you to do during labor . Get in the positions that feel right , make the sounds that feel right , do what makes you feel relaxed and right . 9 . Give birth in
487	5066809	as humans tend to make neat patterns out of events that are not so neat . We should stop but we ca n't help it . It is part of being human . I hope that/IN the person reading the previous posts and trying not to throw up now knows <<< he/she >>> has a post that supports their viewpoint . You 're welcome . And STOP buying self-help books , they only " help " the author and waste trees . they you , it does nt work for me. in my 22 years of existence in this world i got tired
488	5042336	The Firm " . All these dramas were intelligent , written with well rounded characters , and suspenseful , which has left many of us wondering when and why they were cancelled , and what idiot is at the helm of your company that made these THOUGHTLESS decisions ? Whomever <<< he/she >>> is ... FIRE HIM/HER ! ! ! I am tired of you folks assuming that/IN we are all brain dead drones who can't/wo n't watch any show that actually has some thought and intelligence to it ! Shame on you for thinking we all want mindless drivel ( comedies ...
489	5038798	guardian , when guardianship is still needed . Testamentary Guardianship -- used by parents of a person with disabilities and designates , by will , a person who assumes the guardianship appointment upon the death of a parent . The designated person must still be appointed by the court before <<< he/she >>> can serve as guardian . The court will consider the designated person but is not bound by the testamentary designation . It can appoint someone else if the proposed guardian is found to be inappropriate . To find competent elder care professionals who are located near You and can help
490	5068937	only goes to the school library or computer room once a quarter . High school gives you the opportunity to cut class , hang out in the hiding places with friends , or just choose not to come to school at all . Make sure you ask your teacher if <<< he/she >>> has a copy of Cliffs Notes for whatever you 're reading . Nothing like having a little help with understanding complicated texts and ideas . Oh , but you ca n't read so this is moot . Ask your teachers too about those online study tools and attention to the
491	5091766	the conclusion and reverse-engineering the supporting arguments is central to the human condition and , surprisingly , serves and important role in our evolution . 4 . When presented with points 1 , 2 , and 3 , almost everyone recognizes their validity , but believes at some level that/IN <<< he/she >>> is exempt . The typical reaction is " Yeah , for sure , of course that 's how other people act " . It is always easier to see others ' mistakes than one 's own . And this is one of the reasons we have a very hard time
492	5253786	that to say that/IN if you do find your little one needs to co-sleep , but you are worried about safety issues due to your husband 's sleepwalking , you could always put a mattress on the floor in the baby 's room and sleep there with the baby when <<< he/she >>> needs you . I also wanted to comment back my boy was a month old when I learned the benefits of co-sleeping , and have been co-sleeping ever since , he 's 2 y.o . now ! I wanted to say is that/IN the baby does n't have to be
493	5066902	that dumb , we 'd have nothing to talk about . You got it Ishmael ! Reading the earlier rapid exchange of posts between Bob and the poster called " v , " it became clear that/IN the " v " would not stand for victory in that exchange unless <<< he/she >>> acknowledges that/IN the war was actually fought for China which , as ' v ' repeated several times , " owns the USA " and thus , that/IN China would be the primary beneficiary of Iraq 's oil is consistent with that " fact . " But then , how
494	5052675	the government may find it helpful to consult with the investigating agenc y or with other prosecuting authorities who may have an interest in important to consider whether the person has a background of cooperation with law enforcement officials , either as a witness or an informant , and whether <<< he/she >>> has previously been the subject of a compulsion order under 18 U.S.C. 6001-6003 or has escaped prosecution by virtue of an agreement not to prosecute . The information regarding compulsion orders may be available by telephone from the Policy and Statutory Enforcement Unit in the Office of Enforcement Operations of
495	5037941	up to Calculus ) . Computer , technical/electrical , and typing skills would also be helpful . Q : What special attributes are necessary to be a successful scientist ? A : You have to be a curious and independent thinker . A scientist does not accept a conclusion until <<< he/she >>> has enough evidence to be clever and creative so that/IN she/he can dream up experiments to answer her/his questions . Additionally , a scientist must be a " go-getter . " If scientists conduct their own research , they can not wait around passively for somebody to tell them what
496	5052675	probable outcome of the prosecution in terms of the sentence or other consequences for the defendant in the event that/IN a plea agreement is reached . If the proposed agreement is a " sentence agreement " or a " mixed agreement , " the prosecutor should realize that/IN the position <<< he/she >>> agrees to take with sentence that is actually imposed . If the proposed agreement is a " charge agreement , " the prosecutor should bear in mind the extent to which a plea to fewer or lesser offenses may reduce the sentence that otherwise could be imposed . In either
497	5071665	One could only be humbled by their nature . In many ways , one person is so small compare to the world . One person can only experience a tiny fraction of what the world really is . One can only understand so much of the good and the bad <<< he/she >>> experiences while traveling . Therefore , prospective can wildly differ by individual . However , one does feel the urge to go out and figure it out for himself/herself . I think I got the travel bug reading this post . Excuse me while I beat it out of myself
498	5050721	may substitute a false statement and motion , such as , " cows bark " , " elephants fly " , and so on . If the player imitates the false motion , he/she is penalized . If any player makes a false motion or sound at any time , <<< he/she >>> 's out ( can be given three chances ) . Drop the Handkerchief ( active/circle ) The players form a circle . One player is chosen to be IT . He walks around outside the circle with a handkerchief in his hand . He drops it quietly behind one player
499	5050721	boundaries ; but must return to a stationary crouching position by the time the chant ends . Now the snowman moves around while the other players remain in their positions . Still snowblind with the bopper . When he succeeds , the tagged player becomes snowblind , too , and <<< he/she >>> must join forces with the snowman , who gives the bopper to her/him and stands behind her/him with their hands on his/her hips . They both close their eyes and say the chant while the rest run for safety again . The game continues until the last person is tagged
500	5253786	, do these experts who staunchly oppose CIO have a similar objection to forcing a kid to ride in a carseat ? Because I 've spent more time than I 'd like to remember listening to a baby howl from his carseat . All I could do is make sure <<< he/she >>> was fed , changed , and comfortable , and then say , " Sorry , lil bud . You 're just going to have to cope . " My oldest would ONLY sleep in his carseat for awhile , and now I suspect this is because we 'd inadvertently trained
501	5054526	might feel very hurtful . If your child ? s behavior does cross into verbal abuse ? swearing at you , name-calling , screaming , or personal put-downs ? then you absolutely would want to give a simple consequence later that helps your child to practice be no computer until <<< he/she >>> goes one hour without being verbally abusive . You do still want to walk away in the moment , as we find that/IN giving consequences in the moment tends to have the unwanted effect of escalating the situation . Good luck with this and take care . Comment By :
502	5085540	to gether for 6yrs now and she is 100% with me on my transition ( 2yrs .. she puts it great .. SHE LOVES ME FOR ME ! ! ! ! and now that/IN I am happier with myself it has made our relationship better Leave him/her alone . If <<< he/she >>> wants to hire a doctor to make her nose upside down , it 's perfectly legal , ethical and fine . What is with people today and this mindset of " I do n't like it , so ..... make it illegal for EVERYONE ! ! ! ! Also ,
503	5106376	? 1 Answer I believe that/IN in most instances of use , the speaker intends " I am unclear " to have the same meaning as " it is unclear to me , " and the speaker uses this phrasing perhaps to be a little kinder to the person whom <<< he/she >>> addresses by way of taking on the burden of the misunderstanding . However , technically , " I am unclear " means that/IN the speaker is not explaining something in a way that/IN others might easily understand , e.g. , I am unclear in my presentation about whether the relationship
504	5093797	. Here are few simple truths of life that can help you get out of the rat race mentality . Your mind conditioning is running you -- A person who blindly involves himself in a rat race for success and achievement , is just living his conditioning . May be <<< he/she >>> was criticized as a child and felt the need to prove his/her worth to the society . This is just negative conditioning and it 's silly to the core . When you know that/IN your programming was dysfunctional , you can easily step out of it . You are not
505	5087853	as it proves people can be ridiculous and say things that can make faith look ridiculous . If " the antichrist " is someone who will finally rid the world of bigoted , misogynistic , moralistic-yet-immoral , controlling , irrational myth-belief ... then bring him(her) on ! ! ! Hopefully <<< he/she >>> will double as the " antiMohammed " at the same time . Typical right wing Dallas douchenozzle . If God is in charge , why would God let Obama win ? This makes Fox News look less stupid , even . Keep it coming , churches . There is a
506	5099857	e-mail or phone on/about January 10th , 2009 . If a potential winner can not be reached after a reasonable effort has been exerted during three ( 3 ) business days from the date of the Sweepstakes drawing , or if he/she is found to be ineligible , or if <<< he/she >>> can not or does not comply with these Official Rules , an alternate winner may be selected . No cash redemption or prize substitution ( including size substitution ) is allowed except at the discretion of the Sponsors . If a prize can not be awarded due to circumstances beyond
507	5061206	handled in my day.This is paramount to all Jews wearing a star on their chest so they would stand out . And often , students are teased and if a teachers pet is involved and does not receive the same treatment the punished student see 's the discrimination even if <<< he/she >>> is only 5 to 9 years old . Yes this does happen in Ohio schools , and colleges . Yes Teachers have a whole bag of tricks up their sleeves to make the student they do n't like fail . One student I know was called " retard " by
508	5050910	, I think it is appropriate for the council member to have voted . " But Shields would go on to write , in his personal opinion , if there is a question over potential conflict of interest the councilman should " announce the potential conflict and decide publicly whether <<< he/she >>> will abstain from voting . " It is possible three homeowners in the 900 block of Woodland View Drive would benefit from a new street light placed at the street , according to one of the homeowners . The amount of light would depend on where the pole is located
509	5061877	Do you usually feel manipulated by your friend ? Do you usually have a bad feeling when they come and talk to you ? Do you just feel like they are n't putting in enough effort ? 2 Ask them if they can go with you on errands . If <<< he/she >>> says yes but afterwards refuses , you know that/IN one 's a goner . 3 Ask them if they could stay with you after school . If they say yes , but then say he/she has other plans , you know they probably do n't want to be with you
510	5037941	dive often . Well , that depends on the type of research they are conducting . If a scientist is studying populations of fish around a coral reef , then she/he would probably dive frequently . If the scientist were examining the chemical properties of a certain toxin , then <<< he/she >>> might spend a lot of time in a laboratory . Q : What classes should you take to become a marine biologist ? A : Of course , lots of Biology ; but you will also need a basic understanding of science in general ( e.g. Chemistry and Physics )
511	5105444	things are 180 degrees from what they seem . Heh , Bokonon gets it totally right just four posts later . Right on cue , we see the 180A degree conservative talking points emerge . Did JonDoe actually read or see the speech ? It is hard to believe that <<< he/she >>> did , given the clueless response . ... and then the super-sensitive HRC supporters start their sniffling , such as Mary , " And how manipulative and Reaganesque to concoct such a convenient story for this speech . " The thing is , Mary , the story of the young
512	5254194	. One ! One things that I do n't quite get ! Two ! Two stuff with the whoozimayou 're wrong ! One ! One guy who shut October 12 , 2007 Great -- now we have Judges ruling on science ! Should there be fines or prison sentences if <<< he/she >>> disagrees with any opinion put forward . Maybe it would be an improvement if there was an unbiassed expert panel of earth scientists ( not computer scientists ! or judges ) to rule on matters of earth science . Look through the forest of computer modellers , weather forcasters ,
513	5083601	specific time-period . Citation is a direct measure of influence on the literature of a subject , and it is also a strong indicator of scientific contribution , since it is derived from a pattern of interaction among millions of published articles . When one researcher cites another.s work , <<< he/she >>> is acknowledging the relevance of that work to the current study . The interaction is both highly specific , and highly informed ; it is a statement by an author of the scholarly kinship of two works . Thomson Reuters is committed to ongoing efforts to identify and acknowledge researchers
514	5046211	with role-play situations where they gain practice in making these ? I ? statements . The following structure is suggested : I feel when you because it seems . I want you to . Another activity to follow the reading of Crow Boy would be to have each student imagine <<< he/she >>> is making ? I ? statements addressing jeering classmates or villagers . Below is one possible role-play situation : Chibi is being teased by other classmates for the different-looking clothes he wears to school . Imagine that/IN you are either Chibi or his friend and write an ? I ?
515	5256074	who is the strongest and most competent soldier in the army but always lets the party escape because she 's , yes , fallen in love with the hero . Your former ally who supposedly " died " and was forgotten about , until much later in the game when <<< he/she >>> shows up again on the villain 's side and full of bitterness . The irritatingly honorable foe whom you never get to kill because , upon discovering the true nature of his superiors , he either nobly sacrifices himself or joins your party . The insane clown or jester who
516	5252821	Thanks again , I am very grateful for Jacques peaceful release from suffering . anon13077 Post 28 Another suggestion- Once the fish has been put to sleep with an overdose of clove oil , you can then put it in the freezer rather than adding vodka in order to make <<< he/she >>> does n't wake up anon12982 Post 27 Hi - I just came across your site while doing some research on clove oil . When I worked in a health food store , we used to advise people oil with a teaspoon of milk . Milk is an emulsion already ,
517	5029111	Know that/IN you will have this discussion many , many times . Talking to your kid about drugs and alcohol is not a one-time event . Be Prepared . Practice What You 'll Say Be prepared for your teen to deny using drugs . Do n't expect him/her to admit <<< he/she >>> has a problem . Your child will probably get angry and might try to change the subject . Maybe you 'll be confronted with questions about what you did as a kid . If you are asked , it is best to be honest , and if you can ,
518	5257345	. I have not had many pictures made with my children because I am always the one taking the pictures , but I will now make an effort to set up the tripod &; take family pictures now ! I think the comment by Vutz Lender is just hateful &; <<< he/she >>> obviously does not understand the topic at hand . Remember the saying " Pictures are worth a thousand words " . Loading comments ... Loading comments ... And I know better . My best friend hated having her picture taken and so we had hardly any pictures of her .
519	5065711	the two party system , move back to liberty and personal responsibility . " ... it is ludicrous for us to while we simultaneously wallow in a social climate that has become conducive to it . " I wish I knew the name of the person that wrote this because <<< he/she >>> sees the true danger facing our country- no outstanding leadership and a want for greater good . But do not fear . Once we have ripped each other apart some foreign power will come in and make our hard decisions for us . Blame Bush , Blame Obama -- Cut
520	5253415	of his bedroom . Love the ideas This will be our first year doing Elf on the Shelf and I have been working on a ' bucket list ' of things for the Elf to do : - ) For those who are concerned over the mischief being counterproductive ... <<< he/she >>> ( the elf ) can still move around and do things but in a helpful way if that 's what you prefer ... i.e. sit next to a new toy to take to a Toys for Tots drop-off , reading a new Christmas book that/IN he/she brought for the child
521	5061157	OPEIU organizing staff can help you decide which method might be best for your situation . At this point , you may be asking , " What will my employer say to workers forming a union ? " The typical employer will say you do n't need a union because <<< he/she >>> will not want to give up any control or power . You and your co-workers need to be prepared for what to expect when your employer learns about your steps to form a union . STEP 5 : Win a Strong Union Contract Efforts to create a union do n't
522	5037942	simple idea should never be lost to complex grammar . I was taught in a news writing class that/IN if the reader must go over a passage twice due to confusing grammar , he loses interest . If he must do that/IN twice , we have lost the reader and <<< he/she >>> moves on . I understand where you 're coming from , but I think your main point is not really relevant that/IN such a construction is very awkward . Also , describing the tenses like you have is not correct . Would you say " will have been going "
523	5105158	a newborn needs . Parenthood starts becoming " rewarding " ( for lack of a better work ) when you get that/IN very first hint that/IN your child actually KNOWS who you are , and actually starts " giving back " . You do n't know your second child because <<< he/she >>> is too small to have a personality all their own . Given that/IN your children are apart in age , I am certain that/IN you will actually regret putting in black and white that/IN you " like " one over the other . You will always have a special place
524	5049568	( big bang ) . It resulted to a big hole that collects particles and become should be considered sacred for everything comes from it . Even human comes from a hole , he/.she lives using her/his hole , her/his happiness or sadness caused by a hole , and eventually <<< he/she >>> goes to a hole . Inviting you Going Back to College After Dropping Out by Robyn Tellefsen Perhaps you got married or started a family . Maybe you did n't get enough financial aid , or you could n't keep up with your schoolwork in addition to job responsibilities .
525	5090638	said they should be raised . Because the grasshopper made poverty wages he did not have to pay taxes . The ant complained about him not paying his fare share . It did not matter anyway , the ant packed up his company and moved to a foriegn country where <<< he/she >>> the poor grasshopper was a socialist because he needed help from the government . rojak4 Mr. Haidt did not sound lke a centrist to me ; he is at least " anti-liberal " . There is much to argue with him about , but I was most flabbergasted by his
526	5065262	, at what point do you stop making dinner for the both of you ? At what point do you show up at parties by yourself and not tell people he/she is away at their college reunion or had to work or was home with the flu ? Even if <<< he/she >>> 's on the couch watching TV and has no intention of getting up to join you or acknowledge you , at what point do you decide that 's not the life you meant to have together ? That person 's not working with you , then you have to end
527	5086054	throwin ' a fit , i mean they do it all the time , it 's not like they shoved him out of the way and moved where he was to get it . people need to quit makin ' a big fuss out of kid does n't get what <<< he/she >>> wants . My friend is 55 years old and was finally able to attend her very first blue jays game in her life . A ball came her way and her adult son caught it for her and she was so delighted , then a family 3 rows down started
528	5044276	a secretary position working in the office of diversity . One of the questions asked to me in the interview was how would I handle someone who wanted to buy one of our Gay-nesville Pride t-shirts but did n't want to come into the office and pick it up . <<< he/she >>> still did n't feel comfortable to send a friend . Later in the interview I was talking about my experience with confidentiality . I worked as a church secretary for three years . Talk about having to be confidential ! But I remember getting a look from one of my
529	5066710	alternative , high-security service like Hushmail , which heavily encrypts all of your emails . If you really want to be safe , use both Hushmail and a disposable account like 10 Minute Mail , which self-destructs -- erasing all outbox evidence . Once your paramour gets the message , <<< he/she >>> can delete it on that end , too . Nothing to find . 5 . Speak in code . The fewer references you can make to your actual life , the better . This should 've been a no-brainer for our nation 's top spy , but a good place
530	5051099	the street who does not actively remind himself that/IN there is more to all people than meet the eye and lets himself get deceived by what he is fed especially by the media . The person , who would say " I have nothing against blacks/native " but still can <<< he/she >>> feels when he has to deal with people of these races at anything more than a superficial level and given a chance will actively seek out people he is more comfortable with . Goodnight , ladies and gentlemen ... I I hope I live long enough to see this wonderful
531	5041369	. Logic can not help you to know anything other than the best answers to logical questions . Such as square circle can not exist simply because of the defintion of a square and a circle . God is not a logic problem as much as the author would argue <<< he/she >>> is . Logically you can only deduce the probability that/IN there is no god . You can not deduct its certainty . What other tools are there ? Lots : There are other lesser and better tools that can be used as well , such as intuition , free association
532	5079764	adultery ? Usually it 's when two people are in some sort of close proximity ( work , group of friends , church , etc ) with frequent contact , one or both gives the other something they feel is missing at home , and let 's the other know <<< he/she >>> is available for going beyond a platonic relationship . Both men and women cheat , and it is n't always simply about sex . Women like to bemoan men in power having sex with women , unless of course they are members of the Democratic party , but do n't
533	5097220	calls them " foundational tenets " in the post . How does we know this ? How does the historian know this ? You can read the Product Description and see the quotes provided are consistent with the description of the book . My point of contention with Christie is <<< he/she >>> attacked another 's work without due diligence necessary of a scholar . He/she did n't attack the post was written on a blog , not a journal . That does n't require the same level of diligence . If you still believe Christie did something wrong respond to him/her here
