Number of hit	Text ID	Concordance line
917	2021_ranlp_1_74	"a language in which short vowels are not written . Though possible , usually not even marked in texts , therefore it is required for the reader to have extensive knowledge of the language , otherwise , the reader would not comprehend the message of the letters , even if <<< he/she >>> knows them . For better comprehension let us see an example . In English , a given word , like "" "" wish "" "" is always written and read the same way . It might be understood as a verb , or an identically written noun , so there"
918	W10_4351	"i |DR i−1 , S i−1 ) where the set A contains all the possible system responses and S i−1 is the state of the dialog sequence ( system-turn , user-turn ) at time i. Each user turn supplies the system with information about the task ; that is , <<< he/she >>> asks for a specific concept and/or provides specific values for certain attributes . However , a user turn could also provide other kinds of information , such as task-independent information . This is the case of turns corresponding to Affirmation , Negation and Not-Understood dialog acts . This kind of"
919	W15_3810	"by a physician with specialty training in critical care medicine , "" "" STAT TTE c/w RVS . AKI -no CTA . . . etc "" "" , it is difficult for non-experts to understand all abbreviations without specific context and/or knowledge . But when a doctor reads this , <<< he/she >>> would know that/IN although "" "" STAT "" "" is widely used as the abbreviation of "" "" statistic "" "" , "" "" statistics "" "" and "" "" statistical "" "" in most domains , in hospital emergency rooms , it is often used to represent "" """
920	2020_paclic_1_49	") showed that/IN there is a specific order of infants ' development in the picture book readings and daily lives . For example , they indicated that/IN before an infant learns how to turn pages and return to the proper page when he/she notices that/IN he/she skipped a page , <<< he/she >>> who had not cared about skipping pages experiences preliminary stages such as "" "" prefer picture books showing concrete daily life items and very few stories and sentences "" "" and "" "" prefer picture books having repetitive construction of pictures and sentences . "" "" To discover such types"
921	W17_6920	"To do this , the player has to select the "" "" Créer "" "" menu and key in a sentence . He/she can then select one or more word(s ) in this sentence and declare them as ambiguous . If an ambiguous word does not yet have glosses , <<< he/she >>> adds some to it to establish a list of possible meanings , and indicates what the correct gloss is for the term in the context of his/her sentence . These ambiguous words are those that will be highlighted and that/IN another player will have to disambiguate in a game ."
922	I13_1049	"the grand master . T : Sita grand master ke saath khel rahi hai . ( Sita grand master with play+3+sg+fem+pp ) 2 ) Language models are insufficient to produce the right inflections . Consider the case shown in example 2 , where the translation of the English pronouns ( <<< he/she >>> ) is same in Hindi ( both translate to Woh ) . The inflection on the axillary verb phrase ( raha hai / rahi hai ) is still being decided by the gender of the subject ( he/she ) . Even if a higher order language model is employed ,"
923	2021_emnlp_main_585	"the intermediate nodes become new hypotheses to prove ) , and re-trained a model to generate similar one-deep entailment trees . This model can then be used interactively , generating a one-deep explanation then allowing a user to select which premise(s ) to drill down into , based on what <<< he/she >>> wants to know more about , recursively calling the model to explain that premise further . Although such generative models ( both generating a full tree or a one-deep tree ) can sometimes produce false or nonsensical facts , one could apply fact verification techniques , e. g. , ("
924	R11_1111	"avian influenza pandemic . Amazon With one hand , pull the superoposterior part of the pinna in a superoposterior direction while inserting the earphone with the other . This straightens the ear canal and makes it easier to insert the earphone . ( Your doctor uses the same maneuver when <<< he/she >>> examines you with an otoscope . ) . To validate our term choice , we manually examined the use of frequent terms in posts . For each term , we randomly selected 3-6 posts in each data set . We then classified the posts as relevant or irrelevant to person"
925	W11_4508	"similar meaning , spelling and pronunciationthe so-called cognates -can indeed be used as a tool to understand a second language . However , these similarities have some negative aspects in the learning of Portuguese , such as : ( i ) the learner is prevented from perceiving in which language <<< he/she >>> is communicating ; ( ii ) the pitfall of false friends , since about 20 % of cognates are false [ Henriques 2000 , Santos 1999 ] ; ( iii ) interlanguage fossilization in the beginning of the learning process , as a result of mutual understanding among interlocutors ;"
926	2020_rdsm_1_7	% by using all the features at the training stage . Another study that examines the distinguishing characteristics of Arabic satire is conducted by Al-Ghadhban et al. ( 2017 ) . They study satire as a form of sarcasm in Arabic tweets where the user conveys the opposite of what <<< he/she >>> means . The basic assumption behind the study is that frequency of words would be enough in defining satirical and non-satirical tweets . They train their model on a relatively small number of satirical tweets ( around 340 ) and their model achieves an accuracy of 67.6 % ( Al-Ghadhban
927	W03_2128	"initiations need either confirmation or rejection by the partner who has caused the problem . Thus the pairs of acts are similar to the question-answer pairs . The third type is non-understanding . It can be divided into several sub-types . The partner could not hear the previous turn , <<< he/she >>> finds the information surprising and decides to check it , or he/she did not understand the utterance . There are two linguistic subtypes of this act . The first is open initiation ( formed by some very general words : ah , what ) that do not determine the location"
928	W18_3912	", eSPERTo presents toda a gente as the EP suggestion for the BP phrase todo mundo and the EP suggestion tem a mesma vista for the BP phrase tem vista igual . This adaptation is extremely useful when the user wants to reach an audience that speaks the variety that/IN <<< he/she >>> is less familiar with . The quantity and quality of the resources have been increasing considerably with the integration of tables developed within the lexicon-grammar theoretical and methodological framework ( cf. ( Gross , 1984 ) and ( Gross , 1987 ) ) , based on the transformational operator grammar"
929	2020_ai4hi_1_3	"  an inescapable aspect of image production "" "" ( Chadwick , 2015 , p. 17 ) . In practical terms , this means that/IN a painter in the mainstream is inspired by the work of those who had gone before him/her but the artist is not conscious that/IN <<< he/she >>> is "" "" imitating "" "" another work of art . In contrast , there is the art created outside the boundaries of official culture or "" "" Anti-cultural art "" "" as described by Jean Dubuffet in 1949 . The condition of "" "" non-traditional "" "" or ,"
930	Y00_1011	"obtains the same "" "" and""""-reading as in ( 13 ) and ( 15 ) , though this is the case in which the addressee is a single person . The result of the event is shown in Figure 6 . Of course , for a particular guest "" "" <<< he/she >>> cannot get through the west gate and through the east gate at the same time . However , if the intention of the utterance in ( 16 ) is to offer accessibility from R to P and Q as shown in Figure 3 , then disjunction in ( 16 )"
931	W16_3646	"the user makes an utterance , based on its language understanding result . When there is food or drink in the understanding result , the system needs to know its group so that/IN it can fill the appropriate slot of the frame . For example , when the user says <<< he/she >>> had steak for supper , the system needs to know if it is an okazu ( main or side dish ) so that/IN it can fill the "" "" okazu "" "" slot of the "" "" composition "" "" slot of the "" "" supper "" "" slot ."
932	W06_1629	"each test word , each assessor provided one or more impression keywords in Chinese . We did not restrict the number of impression keywords per test word , which was determined by each assessor . If an assessor provided more than one impression keyword for a single test word , <<< he/she >>> was requested to sort them in order of preference , so that/IN we could investigate the effect of the number of impression keywords on the evaluation results , by changing the number of top keywords used for transliteration purposes . We provided the assessors with the descriptions for the test"
933	2008_tc_1_9	"on editing screenshots might work better in a classroom scenario . What did respondents enjoy most and least about the e-learning ? Exercises , practice , assessment ( quizzes ) and reading came out top when asked what participants enjoyed most about the course . Only one respondent said that/IN <<< he/she >>> enjoyed the online discussions with the other students . When asked what respondents liked least , one respondent mentioned taking part in discussions and one respondent commented that/IN there were not enough quizzes in one unit . Conclusion Creating an e-learning course , even when it can be based on"
934	D12_1043	"It is worth mentioning that/IN Henry ' s formulas have been applied to FFL by Cornaire ( 1988 ) . During the same time , Richaudeau explored a different path , as a representative of the structuro-cognitivist paradigm . He used the number of words recalled by a subject after <<< he/she >>> has just read a sentence as a device to measure understanding and provided an "" "" efficiency formula "" "" of texts ( Richaudeau , 1979 ) . Although more modern in its conception , Richaudeau ' s hard-to-implement formula did not achieve the same recognition in the French speaking"
935	W12_5109	"that/IN the verbs Fr . CÉDER IV.1 lit . ' to give in [ to someone ] ' , OBÉIR 3 lit . ' to obey ' and OBTEMPÉRER lit . ' to comply ' are used as collocates of their complement CHANTAGE I to express ' $2 does what <<< he/she >>> is expected ( by $1 ) to do in respect to $1 ' s blackmail , ' is modeled by the following lexical function application , where Real 2 is the syntagmatic lexical function that/IN returns "" "" verbs of realization "" "" that take the second actant of a"
936	W00_1012	"from the wish of a subject to do D. The scheme also illustrates one of the general principles referred to above . It explains the order the steps are taken by the reasoning agent : if a subject is in a state where he/she wishes to do D , then <<< he/she >>> checks first the harmful/useful aspects of D , and after this proceeds to aspects connected with possible punishments . The prerequisite for triggering this reasoning procedure is w(pleas ) &gt; w(unpleas ) , which is based on the following assumption : if a person wishes to do something , then"
937	W08_1407	"example of an image and Table 2 contains the corresponding related information . Each participant was asked to familiarize himor herself with the location of the image by analyzing the map and going through all 11 URLs . Then each participant decided on up to 5 different pieces of information <<< he/she >>> would like to know if he/she sees the image or information about something he/she relates with the image . The information we collected in this way is similar to ' information nuggets ' ( Voorhees , 2003 ) . Information nuggets are facts which help us assess automatic summaries by"
938	W14_5818	"participant must correctly answer the first two Chinese character identification questions in the section 2s of the questionnaires , and he/she must correctly answer at least one of the last two questions in these section 2s ; ( 2 ) If a participant do not satisfy the above conditions , <<< he/she >>> will not see Section 3s ; ( 3 ) each word stimulus in section 3s has an option which allows the participants to skip it in case he/she does not recognize that word ; ( 4 ) all the questions in the questionnaires must be answered except the ones which"
939	W08_0119	"asked to solve the task via a dialogue with the system . The tasks set could either have one solution , several solutions , or no solution at all in the database . In cases where a subject found that/IN there was no matching venue for the given task , <<< he/she >>> was allowed to try and find an alternative venue by relaxing one or more of the constraints . In addition , subjects had to perform each task at one of three possible noise levels . These levels correspond to signal/noise ratios ( SNRs ) of 35.3 dB ( low noise"
940	Y15_2001	"proposes a method to automatically judge whether the user displays the sympathy in his/her utterance as a fundamental technique in a non task oriented dialog system . In this paper , we define ' sympathetic utterance ' as the utterance where the speaker expresses the sympathy or approval especially when <<< he/she >>> replies to subjective utterance of the other participant . Note that/IN the utterance just showing agreement is not defined as sympathetic . Various kinds of clues could be applicable for identification of the sympathy , such as facial expressions , gesture or the contents of the utterance . Since we"
941	2021_acl_long_314	"improvement : The student suggests one or more improvements that are relevant for the further establishment of the activity and idea from the perspective of the peer . Most suggestions are written concretely and , if applicable , supported by examples . In most cases , the student explains why <<< he/she >>> suggests a change . 3 = slightly weak / equal The student tries to understand the perspective of the peer and adds further elaborations to her statements . However , her elaborations are not completely thought through and her feedback is missing some essential explanations , examples , or questions"
942	W98_0202	"news . Recently developed news readers classify news items using their subjects , however , since the subject often differs from the contents of the article , many unnecessary articles are extracted by such a simple screening method . A keyword method can be useful when one knows what information <<< he/she >>> wants , or when one precisely knows the hierarchy of keywords , e. g. , a thesaurus . When one is in the process of forming a new concept from his/her basic concept , it is not possible to chose a suitable keyword . The human conception process begins from"
943	2003_tc_1_13	"guidance and validation is used to limit the amount of free text offered to the user and also to reduce the grammatical complexity of the input . The web interface is structured in such a way that/IN the user needs to provide basic information about the version of the software <<< he/she >>> is using , the operating system used etc in drop down lists in order to limit the free text input to the relevant text . In addition , style guidelines were developed for solution engineers and system integrators on the user side to avoid complex syntactic and grammatical structures that"
944	W19_8714	"major stages in the translator ' s workflow , in which distinct technical efforts could enhance productivity ( Zaretskaya et al. , 2015 ) . From the Perspective of Translators The translator ' s workflow consists of four major stages . When working with a technical document , even if <<< he/she >>> has excellent command of the languages concerned , it is inevitable that/IN there will be unfamiliar terms outside his/her active vocabulary . A. To cope with these challenges , appropriate lexical resources and other reference materials have to be consulted . D. For self-improvement , the conscientious translator or the"
945	2020_acl_main_567	"model by analyzing the state tracking errors . We noticed two types of errors . First , SAS can not effectively identify value "" "" dontcare "" "" for most slots . For example , when the agent asks the user about his/her requirement on the hotel rating , though <<< he/she >>> answers "" "" that is not really important for me "" "" , the model fails to fill "" "" dontcare "" "" into the slot "" "" hotelstar "" "" . We believe this is due to the fact that/IN the meaning of "" "" dontcare "" "" has"
946	2020_cllrd_1_6	"BG = a ) = 15/194 ≈ 0.07 , and P(RU = я | BG = a ) = 4/194 ≈ 0.02 . In such a case , we can expect a Russian reader to have more difficulties to correctly guess which characters in RU correspond to the BG one <<< he/she >>> is confronted with . As in the case with the LD , we normalized the WAS and calculated the average value of the normalized WAS ( nWAS ) for 190 cognate pairs of the Common Slavic vocabulary ( Carlton , 1991 ) . The nWAS matrix ( Table 3 )"
947	2021_nlp4convai_1_25	"task performance ; the highest correlation was determined between the IOS score and the satisfaction with the dialogue system , reaching .16 ( significance level p &lt; .05 ) . Table 4 shows that : ( 1 ) the higher a person ' s final education level , the lower <<< he/she >>> rates the response appropriateness of the dialogue system ; ( 2 ) the more frequently a person uses the dialogue system , the less likely he/he is to succeed in the task ; ( 3 ) extroverted and sociable people tend to fail the task ; and ( 4 )"
948	W19_6301	"of frequent words occurring in the domain of , for example , sports , it is very probable that/IN he/she knows another high-frequency word from this domain . However , if the learner does not know a lot of lowfrequency words from the domain , it is not probable that/IN <<< he/she >>> knows another low-frequency word from this domain . To operationalize this idea , we need to use a combined measure which would not only reflect the amount of known words but also the frequencies of the known words in a particular domain . The calculation of the learner-specific features is"
949	W16_3646	"base . If the food is not in the food and drink list , the system estimates its food group and requests confirmation from the user as will be explained in Section 4.4 . Slot values can be a set of food and drink . So if the user says <<< he/she >>> had a steak and a salad , the okazu slot value is the set of "" "" steak "" "" and "" "" salad "" "" . The system-utterance selection is done with manually written rules . The system asks what the user ate and drank in order . This"
950	2021_acl_long_314	"They could be relevant for the peer . However , the statements do not include any further elaboration on the mentioned weakness . Suggestions for improvement : The student suggests one or more improvements that could be relevant for the peer . However , the student does not explain why <<< he/she >>> suggests the change or how the suggestions for improvement could be implemented . = absolutely weak The student ' s feedback is very short and does not include the peer ' s perspective . She does not add any further elaboration in her thoughts . Strengths : The student only"
951	P08_2004	"the popularity of a movie such as movie ratings and box office performance . In applications requiring certain level of language-understanding , things can get even more complicated while different dimensions weave together . As in sentence ( 5 ) , the speaker may bias towards the blue team while <<< he/she >>> shows uncertainty towards the red team . Correctly understanding this kind of subjective statements would probably need some investigation in different dimensions of subjectivity . Conclusion In this paper , we demonstrated that subjectivity in natural language is a complex phenomenon that contains multiple dimensions including non-objectivity , uncertainty ,"
952	W06_0303	"over the topic , which gave 95.6 % . Overall , our method performs the binary classification for points at issue with a high accuracy . Errors were mainly due to opinions that included arguments for both standpoints . For example , a person supporting a standpoint might suggest that <<< he/she >>> would support the other side under a specific condition . Points at issue classified incorrectly had usually been extracted from such contradictory opinions . Evaluation of Ranking Opinions To evaluate the effectiveness of our method in ranking opinions on a point-by-point basis , we used a method that sorts the"
953	W14_3104	"tedious . More importantly , it cannot handle polysemes . For example , the word "" "" pound "" "" can refer to either a currency or a unit of mass . If a user adds a must-link between "" "" pound "" "" and another financial term , then <<< he/she >>> cannot add a must-link between "" "" pound "" "" and any measurement terms . Since word must-links are added without context , there is no way to disambiguate them . As a result , word constraints frequently are not as effective as document constraints . Active learning ( Settles"
954	2021_ranlp_1_61	"each node as the feature . • Polarity of node pair Emotional information is also one of the characteristics of conversations . For example , a speaker may emotionally argue while claiming his/her opinion in a discussion . In a similar way , when a speaker may emotionally argue when <<< he/she >>> agrees or disagrees with another speaker ' s question . To capture the information , we use Stanford CoreNLP ( Manning et al. , 2014 ) . We compute the score ( 1 to 5 ) of each utterance by using CoreNLP . Then we compute the average score from"
955	C12_1049	"token ) Description British National Corpus ( BNC ) ( The BNC Consortium , 2007 ) British 100 mil . General corpus This dataset was designed to be quite exhaustive . Every learner was handed a randomly sorted questionnaire comprising 12 , 000 words and asked to answer how well <<< he/she >>> knew the words in the questionnaire based on a five-point scale . We regarded level 5 as only y = 1 ; the learner knows the word . Otherwise we regarded y = 0 ; the learner does not know the word . Out of the 12 , 000 words"
956	2020_acl_main_619	"  une bonne enseignante "" "" for , respectively , a male or female referent . In spoken language data , the human entity that determines gender agreement is either the speaker him/herself ( I am a good teacher ) or another person the speaker is referring to ( <<< he/she >>> is a good teacher ) . We classify our phenomena of interest in two categories based on where the necessary information to disambiguate gender can be recovered , namely ( Category 1 ) from the audio signal , when gender-agreement only depends on the speaker ' s gender , which"
957	W14_4310	"interface since speech commands are less subject to the physical constraints imposed by devices . On the other hand , if the system accepts only a limited expression , the user need to learn how to use the system . If the user is not familiar with the system , <<< he/she >>> cannot even make an input utterance . Not all users are motivated to converse with the system in actual environments , and sometimes a user will abandon the dialog without making any input utterance . When the user has difficulty to make the utterance , conventional systems just repeat the"
958	2000_amta_workshop_3	"program , he/she chooses the synonym deliberately . Then the learner finds a suitable context , fills in the blank and asks the program for translation to make sure that his/ her choice is correct . If the learner has no idea about the meaning of the phrasal verb , <<< he/she >>> has to use the trail-and-error method to make his/her choice . The third stage is meant to help the learner to keep in mind the new information he/she has obtained at the lesson . After the learner has chosen the synonyms to all the phrasal verbs , he/she is supposed"
959	E93_1037	"some difficulty in accounting for the wa-nominal having semantic control over a set of period-marked sentences . cf. [ Mikami , 1960 ] . Ours , however , is free from the problem , as we see below . Because Taro gave him/her a favor of giving a seat , <<< he/she >>> thanked Taro , who was slightly em . barrassed . ( 9 ) 01&lt;i&gt; 02&lt;j&gt; seki-wo uzutte-ageta-node , Taro&lt;i&gt; -wa 01&lt;i&gt; 02&lt;j&gt; orei-wo iwareta . 01&lt;i&gt; chotto terekusak -atta . Because Taro gave him/her a favor of giving a seat , he/she thanked Taro , who was slightly embarrassed ."
960	D19_1197	"2 ) Relevance : if the response is relevant to the given message ; and ( 3 ) Richness : if the response contains informative and interesting content , and thus may keep conversation going . For each aspect , if the annotator cannot tell which response is better , <<< he/she >>> is asked to label a "" "" tie "" "" . Each pair of responses receive 3 labels on each of the three aspects , and agreements among the annotators are measured by Fleiss ' kappa ( Fleiss and Cohen , 1973 ) . Baselines We compare our model with"
961	W11_2301	", a training exercise is composed of several semantic stimuli items . The stimuli may be of several different types : text , audio , image and video . Like in ordinary speech therapy sessions , the patient is asked to respond to the stimuli verbally , describing the imaging <<< he/she >>> sees or completing a popular saying ( which was presented verbally or in text ) . Exercise categories The set of therapeutic exercises integrated in Vithea has been designed by the Language Research Laboratory of the Department of Clinical Neuroscience of the Lisbon Faculty of Medicine ( LEL ) ."
962	W08_1407	"2 contains the corresponding related information . Each participant was asked to familiarize himor herself with the location of the image by analyzing the map and going through all 11 URLs . Then each participant decided on up to 5 different pieces of information he/she would like to know if <<< he/she >>> sees the image or information about something he/she relates with the image . The information we collected in this way is similar to ' information nuggets ' ( Voorhees , 2003 ) . Information nuggets are facts which help us assess automatic summaries by checking whether the summary contains the"
963	P06_3006	"to collect the corpus , ( Haas , 1995 ) created a simulated office building modeled after the actual computer science department at SUNY/Albany . This environment was set up like a popular first person shooter game such as Doom , and the subject saw a demonstration of the route <<< he/she >>> was asked to describe . The subject wrote directions and sent them to the experimenter , who sat at another computer in the next room . The experimenter tried to follow the directions ; if he reaches the right destination , the subject got $1 . This process took place"
964	D13_1122	"discover its hypernyms by leveraging knowledge from multiple sources . Considering the case where a person wants to know the meaning of an unknown entity , he/she may search it in a search engine and then finds out the answer after going through the search results . Furthermore , if <<< he/she >>> finds an entry about the entity in an authentic web site , such as Wikipedia , the information will help him/her under-stand the entity . Also , the morphology of the entity name can provide supplementary information . In this paper , we imitate the process . The evidences from"
965	2021_conll_1_10	"workers to have at least 100 approved assignments , and the approval rate is at least 95 % . To avoid having the same worker working on too many HITs , we ran a custom script at the backend that constantly checked the worker statistics and blocked the worker if <<< he/she >>> had already finished 50 HITs . Figure 6 is a screenshot of the welcome page of our human evaluation experiment on the crowdsourcing platform . Figure 7a shows the instructions and explains to the worker how the tasks work , where the worker can also try an example task by"
966	E17_2116	"understand if the learned user embeddings reflect actual email correspondence , we study the relation between the similarity of users ' embeddings and the frequency they communicate . Specifically , for each target user u i , we first identify all others { u j | j =i } that/IN <<< he/she >>> has had communications with , and then bucket the cosine similarity between their embeddings into intervals . For each interval , we take the average of the numbers of times each u j communicates with u i and convert it into logarithm space . Figure 2 shows that/IN in general"
967	Y01_1015	", when it is produced with a professional and fluent intonation . However , it is not the intention of interlocutors in conversation to impress each other in this way . In contrast , the speaker would rather let the addressee know that/IN he/she made a mistake previously and what <<< he/she >>> is now saying is correct . Thus , it is very likely that/IN discourse particles and speech disfluency are highlighted by prosodic means to emphasise the semantic and syntactic inadequacy . This paper mainly deals with means emphasising particular speech sequences and four possibilities of observing these activities are 1"
968	W10_4339	"order to represent a state that/IN the user has potential preference , we introduce a knowledge parameter K user = ( k 1 , k 2 , . . . , k M ) that shows if the user has the perception that/IN the system is able to handle or <<< he/she >>> is interested in the determinants . k m is set to "" "" 1 "" "" if the user knows ( or is listed by system ' s recommendations ) that/IN the system can handle determinant m and "" "" 0 "" "" when he/she does not . For example"
969	U17_1007	"2000 ) are used for FVC experiments . The recordings are 10-25 minutes long . For this study , it was decided to target fillers . Fillers are sounds or words ( e. g. um , you know , like in English ) uttered by a speaker to signal that <<< he/she >>> is thinking or hesitating . The filler /e : / and the /e : / segment of the filler /e : to : / were chosen because i ) they are two of the most frequently used fillers in Japanese ( many monologues contain at least ten of them )"
970	O04_1013	"By choosing to only use common Web technologies , a problem arises : the user interface of Web services usually changes with the time . For example , many sites have advertisements that/IN by their nature change frequently . For the human user it is not a big problem because <<< he/she >>> can understand their meaning and skip them . But it is difficult for a computer to really "" "" understand "" "" the interface of a Web service . Intelligent solutions are hard to be designed for general purpose . WIDL instead provides a language to describe the position of"
971	W10_4335	"the chances of tagging wrong positions or failing in tagging back-channel feedbacks , realizing coherent tagging . • Discretization of tagging points : Tagging is performed for each segment into which driver ' s utterances are divided . In a normal dialogue , the listener can provide backchannel feedbacks whenever <<< he/she >>> wants to , but the inconsistency in the timings to give such feedbacks becomes larger in exchange • Elaboration using synthesized sound : An annotator checks the validity of the annotation by listening to the sounds . In other words , an annotator elaborates the annotation by revising it many"
972	2020_paclic_1_52	"displaying the details for "" "" renwei "" "" and "" "" yiwei "" "" . Based on "" "" Common Patterns "" "" , although "" "" renwei "" "" and "" "" yiwei "" "" shared the subjects of pronouns like "" "" _ /_ "" "" ( <<< he/she >>> ) , "" "" __ "" "" ( they ) and "" "" _ "" "" ( I ) with relatively approximate salience , "" "" renwei "" "" showed an overwhelmingly frequent distribution of subjects from professional fields , such as experts ( __ ) and personages(__ ) in"
973	2020_emnlp_main_426	"e. g. , ' Iris ' who is mentioned in 4 sentences ) . Then , in step 3 , in each sentence of the story , we identify the protagonist ' s role as Agent or Other using its dependency parse 5 . The protagonist is an Agent if <<< he/she >>> is the subject of the main verb in the sentence and Other otherwise ( e. g. , Iris ' s role is Other in sentence 4 and Agent in all other sentences ) . Next , in step 4 , we obtain the emotional reaction of the protagonist in each"
974	2022_acl_long_287	"and many-to-one ( Xx→En ) translation scenarios separately . Following recent work ( Ma et al. , 2021 ) , we adopt document-specific metrics for evaluation apart from BLEU and support our findings with human evaluations . We also propose a pronoun F1 metric ( targeted at gendered pronouns : <<< he/she >>> ) for Xx→En translation , and employ accuracy on contrastive test sets ( Bawden et al. , 2018 ; Müller et al. , 2018 ) for En→Xx translation . Our main findings are summarized below : • Zero-shot transfer from sentences to documents is feasible through multilingual Doc-NMT modeling ,"
975	Y09_2053	"classification criteria The distinction between Levels B and C may be drawn drastically differently , depending on which of the three following classification criteria may be adopted ( Onoe 1999a PST ' While he/she was studying hard , since the exam given on the following day would be harder , <<< he/she >>> had a call . ' The sentence above gives strong evidence against the Minami hierarchy , since the subordinate clause headed by kara is embedded in the clause introduced by to , while the former is assigned to Level C and the latter to Level B by Minami ( 1974"
976	2020_lrec_1_117	"one used for gaps , with the POS of the elided element in square brackets and with the lemma missingˆtoken . This is typical , for example , of comparative clauses , like s485 : set tibi obedire et servire debeat , sicut filius [ verb ] patri ' but <<< he/she >>> must obey and serve you , like the son [ obeys and serves ] the father ' . While ellipsis is intentional by definition , the same kind of placeholder is also used to introduce unintentionally omitted tokens if their POS can be reliably reconstructed . For example , it"
977	W13_0209	"situation , but ignores q1 . This is evident in ( 11 ) . A and B are playing Monopoly . A asks a question , which is ignored by B. It is not that/IN B does not want to answer A ' s question and that/IN ' s why <<< he/she >>> asks q2 . Rather , B ignores q1 and asks a question related to the situation ( in this case the board game ) . ( 11 ) A : I ' ve got Mayfair &lt;pause&gt; Piccadilly , Fleet Street and Regent Street , but I never got a set"
978	E89_1004	"Rule 1 asserts : Given the mutual knowledge that/IN the user wants a certain action to occur , and the system ' s knowledge ( in form of a unique rule ) about the associated precondition and effect , the system concludes that/IN the user envisions the resulting state and <<< he/she >>> is familiar with the connecting causal relation . If the uniqueness of the rule cannot be established , sufficient evidence derived from the partner model might be an alternative basis to obtain a sufficient categorization of the desired event so that/IN a unique rule is found . Otherwise the user"
979	2022_acl_long_425	"in Figure 1 , the conversation starts without any specific goal in the user ' s mind , and the agent explores the potential task-oriented intents and smoothly transitions to a task-oriented conversation . The focus of this paper is more similar to a salesperson ' s capability , where <<< he/she >>> needs to chat with the user and discovers the implicit task-oriented intents that fit the business purposes and navigates the user to complete a task , such as purchasing a product , reserving a restaurant , or booking a hotel room . Hence , a new pipeline for constructing such"
980	W14_5154	"free to listen to the equation any number of times till they felt comfortable that/IN they could recall the equation . Similarly , the same participants were also made to listen to speech of mathematical equations generated by a TTS system . The participant will have to reproduce the equation <<< he/she >>> listens to . In addition to reproducing the equation , the participant will have to evaluate the spoken equation based on eight other parameters , i. e. , perform objective analysis . We arrived at these parameters partly by following the ( Hinterleitner et al. , 2011 ) and our"
981	W03_2128	"the problem . Thus the pairs of acts are similar to the question-answer pairs . The third type is non-understanding . It can be divided into several sub-types . The partner could not hear the previous turn , he/she finds the information surprising and decides to check it , or <<< he/she >>> did not understand the utterance . There are two linguistic subtypes of this act . The first is open initiation ( formed by some very general words : ah , what ) that do not determine the location of the problem . The typical response is repeating of information ."
982	P87_1005	"sophisticated enough to be a member of the support staff of the underlying system(s ) involved , and is familiar with the way the domain is conceived by the end users of the NLI . More particularly , we assume that/IN the individual can become comfortable with logic so that <<< he/she >>> may recognize the correctness of logical expressions output by the semantic interpreter , but need not be trained in AI techniques . A total environment is provided for that class of user so that/IN the necessary knowledge may be acquired , maintained , and updated over the life cycle of"
983	2020_emnlp_main_716	"Driving on public roads is a right not a privilege "" "" , sentences from PRO side "" "" In addition , in purchasing our vehicles , we have the right to drive said vehicle . "" "" and "" "" I appreciate the insight given by my opponent but <<< he/she >>> has failed to address the issue at hand . "" "" are classified as "" "" Testimony "" "" wrongly , which makes the model prefer PRO as the more convincing side . We believe that/IN incorporating more accurate argument structure generation models can further improve the performance on persuasion"
984	C94_1095	"or noun ) . Cache dictionaries are used as filters : if INTEX finds a word in a cache dictionary , it will not look tip the selected dictionaries and FSTs . If the user knows that/IN in a given corpus , the token par is always a proposition , <<< he/she >>> enters the following entry in a cache dictionary : pat ; par . PREP Hence , the user can avoid unnecessary ambiguities by putting frequent words ( or conversely , specific terms ) in cache dictionarids adapted to each processed text . Most compounds are ambiguous , since they forreally"
985	2022_slpat_1_9	"along with the corresponding responses . We use these in Task 2 to present to the turkers as human responses . Task2 : Overall system interaction and metrics : In the interaction flow , the user reads the conversation context , picks a keyword ( From task 1 ) that <<< he/she >>> wants to respond with -which brings up a human response ( from Task1 ) and a model response ( kw_loss model ) . The user can use a response as is or edit or type a new response altogether . We analyse if the users tend to choose a model"
986	2021_findings_acl_313	"for our experiments . Languages and Gender The extent to which information about the gender of referents is grammatically encoded varies across languages ( Hellinger and Motschenbacher , 2015 ; Gygax et al. , 2019 ) . Unlike English -whose gender distinction is chiefly displayed via pronouns ( e. g. <<< he/she >>> ) -fully grammatical gendered languages like French and Italian systematically articulate such semantic distinction on several parts of speech ( gender agreement ) ( Hockett , 1958 ; Corbett , 1991 ) . Accordingly , many lexical items exist in both feminine and masculine variants , overtly marked through morphology"
987	W10_0403	"next word when reading a partial sentence vs. a full sentence . That said , it needs emphasizing that/IN the key issue is to evaluate the quality of a suggested next word given a partial sentence , not grammaticality in complete isolation . When a user uses word completion , <<< he/she >>> is actively engaged in the writing process . No software can truly predict the intent of the writer ; the full sentence is waiting to be written and cannot be written a priori . Consider someone who is in the process of writing the sentence "" "" The plane carrying"
988	2020_intellang_1_5	". May : The user is interested in Insights related to Weekdays . 2 . June : Weekend insights are interesting to the user . 3 . July : The user prefers to know more about his sleep duration . August : The user is again interested to know if <<< he/she >>> is doing well on weekends . All statistically significant insights per day on a given month that satisfy the corresponding preference criteria were labeled with interestingness score 1 and otherwise labeled 0 . Since neural networks understand only numbers , we encoded each comparison insights into a single dimension binary"
