Index,Text ID,original-text,gold-text,
253,4019312,"In other words , if an employee has a psychological connection to the product the company makes , <<< he/she >>> will be more satisfied at work .","In other words, if an employee has a psychological connection to the product the company makes, they will be more satisfied at work.",
254,O13_3001,"Similarly , if a student can understand an article of a certain reading level , <<< he/she >>> must also be able to understand any article of a lower reading level .","Similarly, if a student can understand an article of a certain reading level, they must also be able to understand any article of a lower reading level.",
255,5044988,Not one of those scientists will say that they truly have a complete grasp of the particular neural system <<< he/she >>> is studying.,Not one of those scientists will say that they truly have a complete grasp of the particular neural system they are studying.,
256,5153191,"And let's put it this way: the language of this science/technology is English and example no one in the world--no psychologist--will try to translate psychological phrases to his language or the medical phrases; because <<< he/she >>> will loose contact with the background (the folk, organizations, experts,...) in his field!","And let's put it this way: the language of this science/technology is English and no one in the world—no psychologist—will try to translate psychological phrases to their language or the medical phrases because they will lose contact with the background (the folk, organizations, experts,...) in their field!",
257,4007131,"The HIV Prevention Self-Efficacy Scale ( HPSES ; Smith , McGraw , Costa , &; McKinley , 1996 ) is a 9-item measure that assesses the degree to which an individual feels <<< he/she >>> can engage in HIV preventive behaviors .","The HIV Prevention Self-Efficacy Scale (HPSES; Smith, McGraw, Costa, & McKinley, 1996) is a 9-item measure that assesses the degree to which an individual feels they can engage in HIV preventive behaviors.",
258,C04_1182,Repetitions ( REP ) occur when the child realizes <<< he/she >>> has made a mistake and self corrects him/herself usually by repeating the misread word or by beginning the sentence over again .,Repetitions (REP) occur when the child realizes they have made a mistake and self corrects themself usually by repeating the misread word or by beginning the sentence over again.,
259,W08_1407,Then each participant decided on up to 5 different pieces of information he/she would like to know if he/she sees the image or information about something <<< he/she >>> relates with the image .,Then each participant decided on up to 5 different pieces of information they would like to know if they see the image or information about something they relate with the image.,
260,W15_0605,Did the test taker construct a story about the pictures in the prompt ( or did <<< he/she >>> produce an irrelevant response instead ) ? ,Did the test taker construct a story about the pictures in the prompt (or did they produce an irrelevant response instead)?,
261,5170896,The reason he/she does nt refuse another date from the start is because <<< he/she >>> does nt know how to tell you that.,The reason they don't refuse another date from the start is because they don't know how to tell you that.,
262,4010266,Students were told to skip a question if <<< he/she >>> believed it was ambiguous or did not apply to them .,Students were told to skip a question if they believed it was ambiguous or did not apply to them.,
263,5166073,"I well remember the ice storm <<< he/she >>> mentioned, and I have plenty of complaints for how it was handled.","I well remember the ice storm they mentioned, and I have plenty of complaints for how it was handled.",
264,5147107,"I want to know what the candidates background is, political ideology, his platform, his policies and how <<< he/she >>> will implement them.","I want to know what the candidate's background is, political ideology, their platform, their policies and how they will implement them.",
265,2021_paclic_1_12,"Therefore , since a reader ' s negative face may be threatened by the speaker ' s persuasion act , the reader would decide whether <<< he/she >>> accepts the speaker ' s viewpoints or not ( Taillard , 2002 ) .","Therefore, since a reader's negative face may be threatened by the speaker's persuasion act, the reader would decide whether they accept the speaker's viewpoints or not (Taillard, 2002).",
266,C16_1016,"When a customer enters the leaf restaurant h , which corresponds to context , <<< he/she >>> sits down at an existing table or a new table depending on some probabilities . ","When a customer enters the leaf restaurant h, which corresponds to context, they sit down at an existing table or a new table depending on some probabilities.",
267,2020_osact_1_6,"This definition highlights two main aspects : ( 1 ) the speaker ' s intention of committing an act , which ( 2 ) <<< he/she >>> believes to be unfavorable to the addressee ( Fraser , 1998 ) .","This definition highlights two main aspects: (1) the speaker's intention of committing an act, which (2) they believe to be unfavorable to the addressee (Fraser, 1998).",
268,2022_acl_long_132,"Roughly , CDA involves re-balancing a corpus by swapping bias attribute words ( e. g. , <<< he/she >>> ) in a dataset .","Roughly, CDA involves re-balancing a corpus by swapping bias attribute words (e.g.,they) in a dataset.",
269,5027429,A potential prize winner may be required to provide Promotion Entities with proof that <<< he/she >>> is the authorized account holder as described above.,A potential prize winner may be required to provide Promotion Entities with proof that they are the authorized account holder as described above.,
270,I13_1042,It gives the candidate a sense of how successful <<< he/she >>> is in convincing the electorate of his/her candidature .,It gives the candidate a sense of how successful they are in convincing the electorate of their candidature.,
271,5252267,"Marriage contracts are quite straightforward, I am stunned by how many people think cheating is disconnected sense of entitlement to somebody's spouse argued with ""he/she's not owned and can do whatever <<< he/she >>> wants"".","Marriage contracts are quite straightforward; I am stunned by how many people think cheating is disconnected sense of entitlement to somebody's spouse argued with ""they're not owned and can do whatever they want"".",
272,2022_semeval_1_44,A person is said to be condescending or patronizing when <<< he/she >>> uses a superior tone to talk down to people or tries to raise pity by describing their situation .,A person is said to be condescending or patronizing when they use a superior tone to talk down to people or tries to raise pity by describing their situation.,
273,5052477,Then <<< he/she >>> sights the star through the straw to read the direction in which the line on the base is pointing.,Then they sight the star through the straw to read the direction in which the line on the base is pointing.,
274,W05_0805,A potential learner of a related language does not have to be aware of the historic links between languages but <<< he/she >>> can implicitly exploit the similarities such as the ones discovered in the classes . ,A potential learner of a related language does not have to be aware of the historic links between languages but they can implicitly exploit the similarities such as the ones discovered in the classes.,
275,L18_1535,Delete all entries that are NOT relevant to the cities he/she is responsible for .,Delete all entries that are NOT relevant to the cities they are responsible for.,
276,5031484,The child imagines what life will be like when <<< he/she >>> is finally born and will have lots of stuff to do; even growing hair sounds like fun.,The child imagines what life will be like when they are finally born and will have lots of stuff to do; even growing hair sounds like fun.,
277,W16_3707,One thing an annotator has to keep in account is that/IN <<< he/she >>> is to annotate the verbs in the present imperfective participle form .,One thing an annotator has to keep in account is that they are to annotate the verbs in the present imperfective participle form.,
278,5150301,What if the person expressing their personal opinions happens to be someone who those opinions are about events that are not helping him/her feel good about giving money to be in the environment that <<< he/she >>> has found him/herself in?,What if the person expressing their personal opinions happens to be someone who those opinions are about events that are not helping them feel good about giving money to be in the environment that they have found themself in?,
279,2000_amta_workshop_3,"If the learner can guess the meaning of the phrasal verb after <<< he/she >>> has analyzed the translation of the illustrative sentences performed by the program , he/she chooses the synonym deliberately .","If the learner can guess the meaning of the phrasal verb after they have analyzed the translation of the illustrative sentences performed by the program, they choose the synonym deliberately.",
280,4009236,It tends also to leave the child feeling unsure of the relationship between himself/herself and the adult upon which <<< he/she >>> is dependent .,It tends also to leave the child feeling unsure of the relationship between themself and the adult upon which they are dependent.,
281,1999_mtsummit_1_86,Probably <<< he/she >>> would claim that/IN this is the reason why he/she bought this MT package .,Probably they would claim that this is the reason why they bought this MT package.,
282,5068937,"People are constantly telling poor black boys that/IN they will end up in jail if they don't be have, whereas a middle class kid may be told <<< he/she >>> wont get into a good college.","People are constantly telling poor black boys that they will end up in jail if they don't behave, whereas a middle class kid may be told they won't get into a good college.",
283,4009381,"If the worker can not do the repair work , <<< he/she >>> then calls a superior . ","If the worker cannot do the repair work, they then call a superior. ",
284,5069351,There is a misperception that <<< he/she >>> also plays well with people.,There is a misperception that they also play well with people.,
285,5102411,"A missionary will give you a baptismal interview and, if <<< he/she >>> agrees that/IN you a ready, you will be baptized.","A missionary will give you a baptismal interview and, if they agree that you a ready, you will be baptized.",
286,4158098,To be successful readers of science the student must be able to recognize the many new words <<< he/she >>> may encounter .,"To be successful readers of science, the student must be able to recognize the many new words they may encounter.",
287,Y15_1007,"A response is considered invalid if 1 ) more than 15 words were skipped ( i. e. , the subject claimed that/IN <<< he/she >>> did n't know these words ) , or 2 ) less than three numbers of the 7-point rating scale were used . ","A response is considered invalid if 1) more than 15 words were skipped (i.e, the subject claimed that they didn't know these words), or 2) less than three numbers of the 7-point rating scale were used.",
288,P08_2004,"As in sentence ( 5 ) , the speaker may bias towards the blue team while <<< he/she >>> shows uncertainty towards the red team .","As in sentence (5), the speaker may bias towards the blue team while they show uncertainty towards the red team.",
289,3047937,"The insurance industry wants the average "" Joe "" in California to believe that <<< he/she >>> is participating in a process of choosing "" a doctor . ""","The insurance industry wants the average ""Joe"" in California to believe that they are participating in a process of choosing ""a doctor.""",
290,4184622,"While no greater outreach of the public integration services is forthcoming, these people will to continue to seek the pastor because <<< he/she >>> is the closest person to them, a social reference.","While no greater outreach of the public integration services is forthcoming, these people will continue to seek the pastor because they are the closest person to them, a social reference.",
291,5026577,Did your partner ask for an explanation when <<< he/she >>> did n't understand what you had said ?,Did your partner ask for an explanation when they didn't understand what you had said?,
292,5079526,"In amending an application in reply to a rejection, the applicant must clearly point out why <<< he/she >>> thinks the amended claims are patentable in view of the state of the art disclosed by the prior references cited or the objections made.","In amending an application in reply to a rejection, the applicant must clearly point out why they think the amended claims are patentable in view of the state of the art disclosed by the prior references cited or the objections made.",
293,C14_1117,"Any guesser can also mark a game round as cheating , if <<< he/she >>> finds the drawer concluding a game round with guesses that are not equivalent phrases .","Any guesser can also mark a game round as cheating, if they find the drawer concluding a game round with guesses that are not equivalent phrases.",
294,4157608,"The child was told that/IN during the pretesting period , he/she would be asked to read real and fake words , that we would audiotape his/her reading of a story , and that/IN a small camera would watch his/her eyes while <<< he/she >>> read another story on the computer .","The child was told that during the pretesting period, they would be asked to read real and fake words, that we would audiotape their reading of a story, and that a small camera would watch their eyes while they read another story on the computer.",
295,W16_3930,"Similar to our use of the HASH feature set , the MENT feature set allows us to infer the location of a user based on who <<< he/she >>> is mentioning , e. g. , @7NewsMelbourne is the twitter username of a Melbourne-based news broadcaster .","Similar to our use of the HASH feature set, the MENT feature set allows us to infer the location of a user based on who they are mentioning, e.g., @7NewsMelbourne is the twitter username of a Melbourne-based news broadcaster.",
296,5060902,"The one that gets under my skin is "" <<< he/she >>> is just going through a phase ""... so did Jeffry Dahmer and Son of Sam.","Tell kids it's OK to respond to teachers who say ""I think they just like you,"" with ""I only like people who aren't jerks to me.""",
297,5175572,"With the launch key missing, everyone was being considered a suspect, no matter how loyal <<< he/she >>> appeared.","With the launch key missing, everyone was being considered a suspect, no matter how loyal they appeared.",
298,5099632,It is not always easy to distinguish the academic prostitute from one who genuinely believes in what <<< he/she >>> writes and unwittingly provides ammunition to powerful interests.,It is not always easy to distinguish the academic prostitute from one who genuinely believes in what they write and unwittingly provides ammunition to powerful interests.,
299,I08_3009,"This candidate list is displayed as a menu , where the user can select the word that/IN <<< he/she >>> intended by using a mouse or up/down arrow keys ","This candidate list is displayed as a menu, where the user can select the word that they intended by using a mouse or up/down arrow keys.",
300,4009489," An individual 's motivation for visiting a museum significantly impacts how , what , and how much <<< he/she >>> learns at that museum."," An individual's motivation for visiting a museum significantly impacts how, what, and how much they learn at that museum.",
301,5050721,"If the player imitates the false motion , <<< he/she >>> is penalized.","If the player imitates the false motion, they are penalized.",
302,4004587,"Admittedly , the student may choose not to select a concept from a course in which <<< he/she >>> performed poorly , even when several appropriate concepts could be selected from the omitted course .","Admittedly, the student may choose not to select a concept from a course in which they performed poorly, even when several appropriate concepts could be selected from the omitted course.",
303,5053486,"The subject matter must be read as a book - linearily - or the reader , if <<< he/she >>> were to just jump from here to there , would be totally lost!","The subject matter must be read as a book—linearily—or the reader, if they were to just jump from here to there, would be totally lost!",
304,5156824,Sometimes the listing agent does not offer up the full description of the property in General Remarks as <<< he/she >>> does in the Internet Remarks .,Sometimes the listing agent does not offer up the full description of the property in General Remarks as they do in the Internet Remarks.,
305,2005_mtsummit_papers_39,It is reasonable because the words and grammar of the middleschool English textbook are assumed to be the basic knowledge a person should comprehend when <<< he/she >>> starts to learn English .,It is reasonable because the words and grammar of the middle school English textbook are assumed to be the basic knowledge a person should comprehend when they start to learn English.,
306,W12_3501,"By this , the used is free to chose if <<< he/she >>> wants to use mouse and keyboard as a fast way to enter an appointment or speech if he/she is not close enough to the robot ' s touch display and is either not willing or not capable to reach it . ","By this, the user is free to chose if they want to use mouse and keyboard as a fast way to enter an appointment or speech if they are not close enough to the robot's touch display and are either not willing or not capable to reach it.",
307,5062406,If your partner reveals that/IN <<< he/she >>> has jump to conclusions.,"If your partner reveals that, they have jumped to conclusions.",
308,5045848,"In short, if newtopia is looking for the sock puppet show that is the Obama administration <<< he/she >>> will definitely be bored when the adults take charge and seek meaningful reform.","In short, if newtopia is looking for the sock puppet show that is the Obama administration, they will definitely be bored when the adults take charge and seek meaningful reform.",
309,4020447,"Therefore , if the participant successfully completed route number 2 , <<< he/she >>> would gain a total performance score of 43 points .","Therefore, if the participant successfully completed route number 2, they would gain a total performance score of 43 points.",
310,W16_3601,Is he/she a citizen of an Asian country ? ,Are they a citizen of an Asian country?,
311,4009277,The manager who is prejudiced only sees or hears what <<< he/she >>> wants to .,The manager who is prejudiced only sees or hears what they want to.,
312,5060236,"In case of liquidation, every partner is only liable for the amount <<< he/she >>> has invested in the company, much like a stockholder in a corporation.","In case of liquidation, every partner is only liable for the amount they have invested in the company, much like a stockholder in a corporation.",
313,E99_1038,"Presumably , every typical adult communicator has at his/her disposal a vast and extensive knowledge store relating to the scenes and events occurring in the world <<< he/she >>> is in .","Presumably, every typical adult communicator has at their disposal a vast and extensive knowledge store relating to the scenes and events occurring in the world they are in.",
314,C92_2110,"When all application designer encounters KBP ' s interpretation failure , <<< he/she >>> analyzes it , then selects the best and easiest repair type .","When an all-application designer encounters KBP's interpretation failure, they analyze it, then select the best and easiest repair type.",
315,5186884,"Increase of rent may dependent on the mortgage interest the landowner has to pay the bank, since it's perhaps variable, and <<< he/she >>> passes it on to you as someone who rents the space, or has to invest into renovation of the house, or he/she wants more gain as of profit.","Increase of rent may be dependent on the mortgage interest the landowner has to pay the bank, since it's perhaps variable, and they pass it on to you as someone who rents the space, or has to invest into renovation of the house, or they want more gain as profit.",
316,5060902,"The one that gets under my skin is "" <<< he/she >>> is just going through a phase ""... so did Jeffry Dahmer and Son of Sam.","The one that gets under my skin is ""they are just going through a phase""... so did Jeffry Dahmer and Son of Sam.",
317,Y10_1092,The words are shown in player ' s own language as <<< he/she >>> specified in the login page . ,The words are shown in player's own language as they specified in the login page .,
318,5041916,"And once you DO take a good long hard look at yourself , the one you pray to all the time ... well I hope <<< he/she >>> shows you exactly what we see here.","And once you DO take a good long hard look at yourself, the one you pray to all the time...well I hope they show you exactly what we see here.",
319,5111541,The trainer (frst violation) is given 60 days and <<< he/she >>> MUST provide the name of the vet/vet clinic or individual who provided the drug.,The trainer (frst violation) is given 60 days and they MUST provide the name of the vet/vet clinic or individual who provided the drug.,
320,5159435,They were asked to write an essay imagining what their great grandfather or great grandmother would say if <<< he/she >>> opened up her heart.,They were asked to write an essay imagining what their great grandfather or great grandmother would say if they opened up her heart.,
321,4024892, A score between one and six was specified for each respondent depending on where <<< he/she >>> ranked PE ., A score between one and six was specified for each respondent depending on where they ranked PE.,
322,C96_1063,At no time did any subject doubt that/IN <<< he/she >>> was interacting with an actual machine translator .,At no time did any subject doubt that they were interacting with an actual machine translator.,
323,3041435,How incongruent that this group can campaign to return prayer to our schools and yet be so callous about the condition of the child's body as <<< he/she >>> recites this prayer?,How incongruent that this group can campaign to return prayer to our schools and yet be so callous about the condition of the child's body as they recite this prayer?,
324,5169403,"When someone says, ""I learned my lesson and I am never getting married again,"" that person is reacting to the KIND of marriage <<< he/she >>> had before and therefore making a decision about all forms of marriage.","When someone says, ""I learned my lesson and I am never getting married again,"" that person is reacting to the KIND of marriage they had before and therefore making a decision about all forms of marriage.",
325,W10_1303,Essentially the user could direct the system to step through messages appropriate for each scene of a given script as <<< he/she >>> is actually experiencing the scene .,Essentially the user could direct the system to step through messages appropriate for each scene of a given script as they are actually experiencing the scene.,
326,5127981,Being able to understand these trends will help a blogger understand what <<< he/she >>> needs to do in order to really give readers what they want.,Being able to understand these trends will help a blogger understand what they need to do in order to really give readers what they want.,
327,P18_1056,"Another interesting piece of result is the significant interaction term C power * C pLen , which implies that/IN the power status of speaker and how long <<< he/she >>> tends to speak are not totally unrelated . ","Another interesting piece of result is the significant interaction term C power * C pLen, which implies that the power status of speaker and how long they tend to speak are not totally unrelated.",
328,5121417,"I think that a person should be remembered for what <<< he/she >>> has accomplished in life, no matter if good or bad and that includes his/her mistakes (or what others perceive as such).","I think that a person should be remembered for what they have accomplished in life, no matter if good or bad and that includes their mistakes (or what others perceive as such).",
329,5183948,Does <<< he/she >>> want to convict him anyway?,Do they want to convict him anyway?,
330,5031210,"For example, you could leave out information about the gender of the animal, or that <<< he/she >>> has white feet, or a really short or bushy tail.","For example, you could leave out information about the gender of the animal, or that they have white feet, or a really short or bushy tail.",
331,2040115,If one can not gain control to a comfortable degree <<< he/she >>> may feel compelled to be homebound.,"If one cannot gain control to a comfortable degree, they may feel compelled to be homebound.",
332,4157800," You ca n't judge a person by the way <<< he/she >>> communicates so , I might give it a chance . "," You can't judge a person by the way they communicate so, I might give it a chance.",
333,5183230,Is my partner happy with what <<< he/she >>> is doing?,Is my partner happy with what they are doing?,
334,2020_findings_emnlp_224,Person A ' s first utterance indicates that/IN he/she is tired of arguing with person B. ,Person A's first utterance indicates that they are tired of arguing with person B.,
335,4020160,"Deci and Ryan and Harter postulated that/IN when an individual experiences success while optimally challenged , <<< he/she >>> is likely to be intrinsically motivated due to an increase in perceived competence .","Deci and Ryan and Harter postulated that when an individual experiences success while optimally challenged, they are likely to be intrinsically motivated due to an increase in perceived competence.",
336,5204337,Know that <<< he/she >>> doesn't belong to you like a pet or a toy.,Know that they don't belong to you like a pet or a toy.,
337,4013887,The initial instructions for all participants indicated <<< he/she >>> was the Data Processing Manager for Southeast Magellan Company 's ( SMC ) Lexington facility .,The initial instructions for all participants indicated they were the Data Processing Manager for Southeast Magellan Company's (SMC) Lexington facility.,
338,5139253,The pharmacist is not only a trusted health professional in the eyes of consumers: <<< he/she >>> is a key influencer on peoples' health.,"The pharmacist is not only a trusted health professional in the eyes of consumers, they are a key influencer on peoples' health.",
339,Y18_1085,"However , ( 8a ) and ( 8b ) have a slight , subtle difference : if one utters ( 8b ) , it sounds like <<< he/she >>> is trying to limit his/her responsibility in the following sense : as the speaker explicitly points out , this utterance is based on the speaker ' s knowledge .","However, (8a) and (8b) have a slight, subtle difference: if one utters (8b), it sounds like they are trying to limit their responsibility in the following sense: as the speaker explicitly points out, this utterance is based on the speaker's knowledge.",
340,5045996,Let him/her know that <<< he/she >>> is loved.,Let them know that they are loved.,
341,5196189,"The day so-and-so is thought to be a ""better Christian"" because <<< he/she >>> read the Bible 4 times a day is a day when one ought to re-evaluate who Jesus is.","The day so-and-so is thought to be a ""better Christian"" because they read the Bible 4 times a day is a day when one ought to re-evaluate who Jesus is.",
342,W10_1303,"The user may then select the filler <<< he/she >>> desires , and it will replace "" "" nachos "" "" in the display . ","The user may then select the filler they desire, and it will replace ""nachos"" in the display.",
343,5108726,"No serious employer in the ""financial services industry"" is going to hire a recent grad for a 100-hour/week job if <<< he/she >>> can't even fold his own laundry as an undergrad.","No serious employer in the ""financial services industry"" is going to hire a recent grad for a 100-hour/week job if they can't even fold their own laundry as an undergrad.",
